tissue	trait	p1_trait_prior	p2_tissue_prior	p12	pm1	pm2	enloc_enrich_intercept_effect(inteffect)	inteffect_95ci_lower	inteffect_95ci_upper	enloc_enrich_log_odds_ratio_effect(logor)	logor_95ci_lower	logor_95ci_upper
Heart_Atrial_Appendage	BMI_EUR	4.02000E-05	2.59942E-03	1.44058E-06	4.16405E-05	2.60086E-03	-10.119	-10.177	-10.060	2.621	-0.414	5.656
Heart_Atrial_Appendage	BMI_UKB	9.80824E-05	2.59065E-03	1.02130E-05	1.08295E-04	2.60086E-03	-9.227	-9.254	-9.200	3.691	2.594	4.787
Heart_Atrial_Appendage	Balding_Pattern_2_UKB	2.37571E-05	2.60076E-03	1.04932E-07	2.38621E-05	2.60086E-03	-10.645	-10.676	-10.614	0.527	-2.453	3.507
Heart_Atrial_Appendage	Balding_Pattern_3_UKB	2.16474E-05	2.60079E-03	6.99881E-08	2.17174E-05	2.60086E-03	-10.738	-10.762	-10.714	0.215	-1.756	2.185
Heart_Atrial_Appendage	Balding_Pattern_4_UKB	4.96926E-05	2.59752E-03	3.34114E-06	5.30338E-05	2.60086E-03	-9.907	-9.945	-9.869	3.251	1.296	5.206
Heart_Atrial_Appendage	Birth_Length	1.04488E-06	2.60086E-03	2.74108E-09	1.04762E-06	2.60086E-03	-13.769	-13.800	-13.737	0.006	-1.356	1.368
Heart_Atrial_Appendage	Birth_Weight	2.63608E-05	2.58962E-03	1.12376E-05	3.75985E-05	2.60086E-03	-10.541	-10.593	-10.489	5.101	3.783	6.419
Heart_Atrial_Appendage	Birth_Weight_UKB	4.19242E-05	2.58683E-03	1.40299E-05	5.59541E-05	2.60086E-03	-10.077	-10.118	-10.036	4.860	3.772	5.949
Heart_Atrial_Appendage	Body_Fat_Percentage_UKB	9.18185E-05	2.58690E-03	1.39603E-05	1.05779E-04	2.60086E-03	-9.293	-9.320	-9.267	4.071	3.174	4.967
Heart_Atrial_Appendage	Bone_Mineral_Density	7.04910E-06	2.60084E-03	1.95377E-08	7.06863E-06	2.60086E-03	-11.860	-11.886	-11.834	0.061	-1.867	1.989
Heart_Atrial_Appendage	Breast_Cancer	2.78234E-05	2.59870E-03	2.16358E-06	2.99870E-05	2.60086E-03	-10.487	-10.595	-10.380	3.396	-0.209	7.002
Heart_Atrial_Appendage	CH2DB_NMR	4.59469E-06	2.60081E-03	5.23699E-08	4.64706E-06	2.60086E-03	-12.288	-12.364	-12.212	1.475	-1.277	4.226
Heart_Atrial_Appendage	Celiac_Disease	5.65704E-06	2.60084E-03	1.79815E-08	5.67502E-06	2.60086E-03	-12.080	-12.107	-12.053	0.198	-2.031	2.427
Heart_Atrial_Appendage	Chronic_Kidney_Disease	4.33578E-06	2.60085E-03	1.23215E-08	4.34810E-06	2.60086E-03	-12.346	-12.374	-12.318	0.086	-1.902	2.073
Heart_Atrial_Appendage	Chronotype	2.21510E-05	2.60078E-03	7.77363E-08	2.22288E-05	2.60086E-03	-10.715	-10.739	-10.691	0.297	-2.774	3.368
Heart_Atrial_Appendage	Chronotype_UKB	6.02707E-05	2.59158E-03	9.28149E-06	6.95522E-05	2.60086E-03	-9.714	-9.746	-9.682	4.082	2.728	5.436
Heart_Atrial_Appendage	Coronary_Artery_Disease	2.32634E-05	2.59187E-03	8.99020E-06	3.22536E-05	2.60086E-03	-10.666	-10.756	-10.575	5.002	3.558	6.446
Heart_Atrial_Appendage	Crohns_Disease	2.38047E-05	2.59407E-03	6.79361E-06	3.05983E-05	2.60086E-03	-10.643	-10.691	-10.595	4.698	3.092	6.304
Heart_Atrial_Appendage	Crohns_Disease_UKBS	2.21954E-05	2.60079E-03	6.83285E-08	2.22637E-05	2.60086E-03	-10.713	-10.737	-10.689	0.166	-2.225	2.558
Heart_Atrial_Appendage	Deep_Venous_Thrombosis_UKB	9.87391E-06	2.60083E-03	2.73671E-08	9.90128E-06	2.60086E-03	-11.523	-11.549	-11.497	0.061	-1.967	2.089
Heart_Atrial_Appendage	Deep_Venous_Thrombosis_UKBS	9.69778E-06	2.60083E-03	2.72306E-08	9.72501E-06	2.60086E-03	-11.541	-11.567	-11.515	0.074	-5.497	5.645
Heart_Atrial_Appendage	Depressive_Symptoms	9.64941E-06	2.60083E-03	2.61629E-08	9.67557E-06	2.60086E-03	-11.546	-11.572	-11.520	0.039	-4.951	5.029
Heart_Atrial_Appendage	Diastolic_Blood_Pressure	1.14489E-05	2.60083E-03	3.00945E-08	1.14790E-05	2.60086E-03	-11.375	-11.400	-11.350	0.008	-2.104	2.121
Heart_Atrial_Appendage	ER-negative_Breast_Cancer	2.42128E-05	2.60049E-03	3.65480E-07	2.45783E-05	2.60086E-03	-10.626	-10.712	-10.540	1.756	-2.132	5.644
Heart_Atrial_Appendage	ER-positive_Breast_Cancer	8.16534E-06	2.60084E-03	2.27905E-08	8.18813E-06	2.60086E-03	-11.713	-11.739	-11.687	0.068	-4.074	4.210
Heart_Atrial_Appendage	Eczema	1.22668E-05	2.60082E-03	4.14852E-08	1.23083E-05	2.60086E-03	-11.306	-11.339	-11.274	0.260	-1.984	2.504
Heart_Atrial_Appendage	Eczema_UKBS	1.19999E-05	2.60083E-03	3.23088E-08	1.20322E-05	2.60086E-03	-11.328	-11.354	-11.302	0.032	-1.560	1.624
Heart_Atrial_Appendage	Education_Years	6.96746E-05	2.59102E-03	9.84344E-06	7.95181E-05	2.60086E-03	-9.569	-9.600	-9.539	3.996	2.662	5.331
Heart_Atrial_Appendage	Eosinophil_Count	6.27930E-05	2.58973E-03	1.11263E-05	7.39193E-05	2.60086E-03	-9.673	-9.712	-9.634	4.223	3.252	5.194
Heart_Atrial_Appendage	Epilepsy	4.35316E-06	2.60085E-03	1.14312E-08	4.36459E-06	2.60086E-03	-12.342	-12.370	-12.314	0.007	-2.878	2.892
Heart_Atrial_Appendage	Epilepsy_UKB	3.34440E-05	2.60079E-03	6.58466E-08	3.35099E-05	2.60086E-03	-10.303	-10.326	-10.280	-0.281	-2.108	1.547
Heart_Atrial_Appendage	Fasting_Glucose	7.14848E-06	2.60084E-03	2.07458E-08	7.16922E-06	2.60086E-03	-11.846	-11.873	-11.819	0.107	-1.876	2.090
Heart_Atrial_Appendage	Fasting_Insulin	4.21012E-07	2.60086E-03	1.09785E-09	4.22110E-07	2.60086E-03	-14.678	-14.711	-14.645	-0.000	-0.804	0.803
Heart_Atrial_Appendage	Fathers_Age_At_Death_UKB	1.17270E-05	2.60027E-03	5.91183E-07	1.23182E-05	2.60086E-03	-11.351	-11.637	-11.065	2.962	-2.831	8.755
Heart_Atrial_Appendage	Fluid_Intelligence_Score_UKB	4.25153E-05	2.58712E-03	1.37399E-05	5.62551E-05	2.60086E-03	-10.063	-10.100	-10.025	4.825	3.713	5.936
Heart_Atrial_Appendage	Gout_UKBS	1.45253E-05	2.60081E-03	5.06193E-08	1.45759E-05	2.60086E-03	-11.137	-11.162	-11.111	0.290	-2.075	2.656
Heart_Atrial_Appendage	Granulocyte_Count	6.12427E-05	2.58763E-03	1.32301E-05	7.44729E-05	2.60086E-03	-9.698	-9.737	-9.658	4.422	3.455	5.390
Heart_Atrial_Appendage	HDL_Cholesterol	2.98110E-05	2.60005E-03	8.08388E-07	3.06194E-05	2.60086E-03	-10.418	-10.471	-10.365	2.342	-0.778	5.463
Heart_Atrial_Appendage	HDL_Cholesterol_NMR	8.14902E-06	2.60076E-03	1.01627E-07	8.25065E-06	2.60086E-03	-11.715	-11.842	-11.588	1.565	-1.932	5.063
Heart_Atrial_Appendage	Hayfever_UKB	4.32442E-05	2.58994E-03	1.09178E-05	5.41620E-05	2.60086E-03	-10.046	-10.093	-9.998	4.577	3.471	5.683
Heart_Atrial_Appendage	Heart_Attack_UKB	1.41808E-05	2.60077E-03	8.63423E-08	1.42672E-05	2.60086E-03	-11.161	-11.249	-11.073	0.848	-2.637	4.333
Heart_Atrial_Appendage	Heart_Rate	1.08579E-05	2.59583E-03	5.02619E-06	1.58841E-05	2.60086E-03	-11.428	-11.552	-11.303	5.181	3.300	7.061
Heart_Atrial_Appendage	Height	1.16721E-04	2.58950E-03	1.13614E-05	1.28083E-04	2.60086E-03	-9.053	-9.081	-9.026	3.624	2.732	4.516
Heart_Atrial_Appendage	High_Cholesterol_UKBS	2.58389E-05	2.59233E-03	8.52765E-06	3.43665E-05	2.60086E-03	-10.561	-10.601	-10.522	4.844	3.511	6.177
Heart_Atrial_Appendage	High_Light_Scatter_Reticulocyte_Count	6.19201E-05	2.58920E-03	1.16593E-05	7.35794E-05	2.60086E-03	-9.687	-9.719	-9.655	4.284	3.312	5.257
Heart_Atrial_Appendage	Hip_Circumference_EUR	2.77124E-05	2.59775E-03	3.11242E-06	3.08248E-05	2.60086E-03	-10.491	-10.550	-10.432	3.764	1.808	5.720
Heart_Atrial_Appendage	Hypertension_UKBS	6.00902E-05	2.58352E-03	1.73381E-05	7.74283E-05	2.60086E-03	-9.717	-9.746	-9.688	4.713	3.871	5.554
Heart_Atrial_Appendage	Hyperthyroidism_UKBS	1.48039E-05	2.60082E-03	4.38308E-08	1.48477E-05	2.60086E-03	-11.118	-11.145	-11.090	0.127	-3.123	3.376
Heart_Atrial_Appendage	Hypothyroidism_UKBS	3.75198E-05	2.59484E-03	6.01515E-06	4.35350E-05	2.60086E-03	-10.188	-10.241	-10.134	4.121	2.105	6.138
Heart_Atrial_Appendage	Inflammatory_Bowel_Disease	2.99005E-05	2.59785E-03	3.01451E-06	3.29150E-05	2.60086E-03	-10.415	-10.516	-10.313	3.656	0.361	6.951
Heart_Atrial_Appendage	Inflammatory_Bowel_Disease_UKBS	8.66450E-05	2.60074E-03	1.18310E-07	8.67633E-05	2.60086E-03	-9.351	-9.372	-9.330	-0.647	-1.839	0.546
Heart_Atrial_Appendage	Insomnia_In_Both_Sexes	5.75403E-06	2.60085E-03	1.49446E-08	5.76897E-06	2.60086E-03	-12.063	-12.090	-12.036	-0.004	-1.218	1.210
Heart_Atrial_Appendage	Insomnia_UKB	3.51938E-05	2.59429E-03	6.56708E-06	4.17609E-05	2.60086E-03	-10.252	-10.338	-10.166	4.273	1.784	6.762
Heart_Atrial_Appendage	Insomnia_UKBS	5.36163E-05	2.60077E-03	9.08598E-08	5.37071E-05	2.60086E-03	-9.831	-9.853	-9.808	-0.431	-1.874	1.012
Heart_Atrial_Appendage	Intracraneal_Volume	1.87743E-06	2.60086E-03	4.92513E-09	1.88236E-06	2.60086E-03	-13.183	-13.212	-13.154	0.006	-1.904	1.916
Heart_Atrial_Appendage	Irritable_Bowel_Syndrome_UKBS	1.75401E-06	2.60086E-03	4.57841E-09	1.75859E-06	2.60086E-03	-13.251	-13.281	-13.221	0.001	-8.300	8.301
Heart_Atrial_Appendage	LDL_Cholesterol	2.51757E-05	2.60026E-03	5.98917E-07	2.57747E-05	2.60086E-03	-10.587	-10.640	-10.533	2.211	-0.462	4.883
Heart_Atrial_Appendage	LDL_Cholesterol_NMR	1.03181E-05	2.60074E-03	1.24749E-07	1.04428E-05	2.60086E-03	-11.479	-11.539	-11.418	1.534	-1.432	4.501
Heart_Atrial_Appendage	Lymphocyte_Count	6.96050E-05	2.59151E-03	9.34646E-06	7.89515E-05	2.60086E-03	-9.570	-9.608	-9.533	3.945	2.750	5.141
Heart_Atrial_Appendage	Migraine_UKB	2.69742E-05	2.60080E-03	5.69589E-08	2.70311E-05	2.60086E-03	-10.518	-10.542	-10.494	-0.211	-3.155	2.732
Heart_Atrial_Appendage	Migraine_UKBS	1.27546E-05	2.60079E-03	7.16881E-08	1.28263E-05	2.60086E-03	-11.267	-11.317	-11.217	0.768	-2.497	4.032
Heart_Atrial_Appendage	Monocyte_Count	6.74131E-05	2.58876E-03	1.20967E-05	7.95098E-05	2.60086E-03	-9.602	-9.637	-9.567	4.236	3.331	5.141
Heart_Atrial_Appendage	Mothers_Age_At_Death_UKB	4.90817E-06	2.60085E-03	1.33477E-08	4.92152E-06	2.60086E-03	-12.222	-12.250	-12.194	0.042	-2.481	2.565
Heart_Atrial_Appendage	Multiple_Sclerosis	1.01138E-05	2.59802E-03	2.84483E-06	1.29586E-05	2.60086E-03	-11.499	-11.609	-11.389	4.682	2.018	7.345
Heart_Atrial_Appendage	Multiple_Sclerosis_UKBS	2.00632E-05	2.60081E-03	5.07714E-08	2.01139E-05	2.60086E-03	-10.814	-10.839	-10.789	-0.030	-2.681	2.621
Heart_Atrial_Appendage	Myeloid_White_Cell_Count	6.24174E-05	2.58780E-03	1.30601E-05	7.54775E-05	2.60086E-03	-9.679	-9.723	-9.635	4.390	3.384	5.397
Heart_Atrial_Appendage	Neuroticism	7.97312E-08	2.60086E-03	2.07911E-10	7.99392E-08	2.60086E-03	-16.342	-16.379	-16.305	0.000	-0.244	0.244
Heart_Atrial_Appendage	Neuroticism_UKB	5.50285E-05	2.59411E-03	6.75307E-06	6.17816E-05	2.60086E-03	-9.805	-9.839	-9.771	3.854	2.270	5.439
Heart_Atrial_Appendage	Neutrophil_Count	6.10593E-05	2.58843E-03	1.24262E-05	7.34855E-05	2.60086E-03	-9.701	-9.746	-9.657	4.362	3.319	5.406
Heart_Atrial_Appendage	Osteoporosis_UKBS	1.13804E-05	2.60083E-03	3.30275E-08	1.14135E-05	2.60086E-03	-11.381	-11.407	-11.355	0.107	-1.812	2.027
Heart_Atrial_Appendage	Parkinsons_Disease_UKBS	3.27163E-05	2.60079E-03	6.69755E-08	3.27833E-05	2.60086E-03	-10.325	-10.349	-10.302	-0.242	-3.517	3.034
Heart_Atrial_Appendage	Platelet_Count	7.48010E-05	2.58792E-03	1.29437E-05	8.77447E-05	2.60086E-03	-9.498	-9.529	-9.467	4.200	3.297	5.103
Heart_Atrial_Appendage	Psoriasis_UKBS	1.78837E-05	2.60068E-03	1.79699E-07	1.80634E-05	2.60086E-03	-10.929	-10.969	-10.890	1.349	-1.483	4.181
Heart_Atrial_Appendage	Psychological_Problem_UKBS	5.11036E-05	2.60077E-03	8.77348E-08	5.11913E-05	2.60086E-03	-9.879	-9.901	-9.857	-0.418	-1.883	1.046
Heart_Atrial_Appendage	Pubertal_Height_Female	6.91360E-07	2.60086E-03	1.82824E-09	6.93188E-07	2.60086E-03	-14.182	-14.214	-14.150	0.014	-1.649	1.677
Heart_Atrial_Appendage	Pubertal_Height_Male	1.27240E-06	2.60086E-03	3.35131E-09	1.27575E-06	2.60086E-03	-13.572	-13.603	-13.541	0.010	-2.694	2.714
Heart_Atrial_Appendage	Pulmonary_Embolism_UKB	1.26277E-05	2.60083E-03	3.16691E-08	1.26594E-05	2.60086E-03	-11.277	-11.303	-11.251	-0.039	-1.590	1.512
Heart_Atrial_Appendage	Red_Blood_Cell_Count	6.87748E-05	2.58736E-03	1.34960E-05	8.22708E-05	2.60086E-03	-9.582	-9.621	-9.542	4.326	3.450	5.202
Heart_Atrial_Appendage	Reticulocyte_Count	6.17964E-05	2.58999E-03	1.08744E-05	7.26707E-05	2.60086E-03	-9.689	-9.723	-9.655	4.216	3.235	5.197
Heart_Atrial_Appendage	Rheumatoid_Arthritis	2.66791E-05	2.59363E-03	7.23414E-06	3.39132E-05	2.60086E-03	-10.529	-10.587	-10.472	4.647	3.320	5.973
Heart_Atrial_Appendage	Rheumatoid_Arthritis_UKBS	1.01138E-05	2.60083E-03	2.57992E-08	1.01396E-05	2.60086E-03	-11.499	-11.525	-11.473	-0.022	-2.037	1.993
Heart_Atrial_Appendage	Schizophrenia	7.93467E-05	2.58792E-03	1.29437E-05	9.22904E-05	2.60086E-03	-9.439	-9.474	-9.404	4.141	3.090	5.192
Heart_Atrial_Appendage	Schizophrenia_UKBS	4.88550E-05	2.60077E-03	8.59117E-08	4.89409E-05	2.60086E-03	-9.924	-9.947	-9.901	-0.394	-1.895	1.106
Heart_Atrial_Appendage	Sleep_Duration	8.75739E-06	2.60084E-03	2.36259E-08	8.78101E-06	2.60086E-03	-11.643	-11.669	-11.617	0.034	-1.965	2.033
Heart_Atrial_Appendage	Sleep_Duration_UKB	4.00395E-05	2.58893E-03	1.19293E-05	5.19688E-05	2.60086E-03	-10.123	-10.157	-10.090	4.743	3.482	6.005
Heart_Atrial_Appendage	Smoker	4.29088E-07	2.60086E-03	1.11779E-09	4.30205E-07	2.60086E-03	-14.659	-14.692	-14.626	-0.001	-0.904	0.902
Heart_Atrial_Appendage	Standing_Height_UKB	1.03731E-04	2.58576E-03	1.51012E-05	1.18832E-04	2.60086E-03	-9.171	-9.195	-9.147	4.028	3.372	4.684
Heart_Atrial_Appendage	Stroke	1.26605E-06	2.60086E-03	3.30142E-09	1.26936E-06	2.60086E-03	-13.577	-13.608	-13.546	0.000	-3.199	3.200
Heart_Atrial_Appendage	Sum_Basophil_Neutrophil_Count	6.06940E-05	2.58799E-03	1.28666E-05	7.35607E-05	2.60086E-03	-9.707	-9.746	-9.668	4.403	3.416	5.391
Heart_Atrial_Appendage	Sum_Eosinophil_Basophil_Count	6.27930E-05	2.59037E-03	1.04914E-05	7.32844E-05	2.60086E-03	-9.673	-9.706	-9.639	4.164	3.179	5.149
Heart_Atrial_Appendage	Sum_Neutrophil_Eosinophil_Count	6.12427E-05	2.58785E-03	1.30082E-05	7.42510E-05	2.60086E-03	-9.698	-9.737	-9.659	4.405	3.425	5.385
Heart_Atrial_Appendage	Systemic_Lupus_Erythematosus	3.61932E-05	2.60066E-03	1.98002E-07	3.63912E-05	2.60086E-03	-10.224	-10.259	-10.189	0.741	-3.121	4.603
Heart_Atrial_Appendage	Systolic_Blood_Pressure	1.11886E-05	2.60083E-03	3.11041E-08	1.12197E-05	2.60086E-03	-11.398	-11.424	-11.372	0.064	-1.889	2.018
Heart_Atrial_Appendage	Triglycerides	2.20847E-05	2.59784E-03	3.01752E-06	2.51022E-05	2.60086E-03	-10.718	-10.778	-10.658	3.960	2.480	5.439
Heart_Atrial_Appendage	Triglycerides_NMR	1.02666E-05	2.60077E-03	8.98659E-08	1.03565E-05	2.60086E-03	-11.484	-11.554	-11.414	1.211	-2.039	4.462
Heart_Atrial_Appendage	Type_1_Diabetes_UKBS	5.59719E-05	2.60077E-03	9.26026E-08	5.60645E-05	2.60086E-03	-9.788	-9.810	-9.766	-0.455	-1.841	0.932
Heart_Atrial_Appendage	Type_2_Diabetes	1.55008E-05	2.60074E-03	1.18310E-07	1.56191E-05	2.60086E-03	-11.072	-11.113	-11.031	1.074	-1.992	4.139
Heart_Atrial_Appendage	Type_2_Diabetes_UKBS	1.10110E-05	2.60083E-03	2.82288E-08	1.10392E-05	2.60086E-03	-11.414	-11.440	-11.388	-0.017	-1.557	1.522
Heart_Atrial_Appendage	Ulcerative_Colitis	2.50752E-05	2.60027E-03	5.92959E-07	2.56682E-05	2.60086E-03	-10.591	-10.693	-10.489	2.205	-1.620	6.031
Heart_Atrial_Appendage	Ulcerative_Colitis_UKBS	1.62630E-05	2.60082E-03	4.16515E-08	1.63046E-05	2.60086E-03	-11.024	-11.049	-10.999	-0.018	-1.633	1.597
Heart_Atrial_Appendage	Waist-to-Hip_Ratio_EUR	1.88948E-05	2.60078E-03	7.58171E-08	1.89706E-05	2.60086E-03	-10.874	-10.907	-10.841	0.431	-3.235	4.096
Heart_Atrial_Appendage	Waist_Circumference_EUR	2.69203E-05	2.60030E-03	5.56206E-07	2.74765E-05	2.60086E-03	-10.520	-10.589	-10.452	2.070	-1.753	5.893
Heart_Atrial_Appendage	White_Blood_Cell_Count	6.76832E-05	2.58722E-03	1.36445E-05	8.13277E-05	2.60086E-03	-9.598	-9.634	-9.562	4.353	3.447	5.259
Heart_Left_Ventricle	Adiponectin	7.31681E-06	2.32640E-03	1.96648E-08	7.33647E-06	2.32642E-03	-11.823	-11.849	-11.796	0.142	-3.253	3.536
Heart_Left_Ventricle	Alzheimers_Disease	1.36969E-05	2.32636E-03	6.22286E-08	1.37591E-05	2.32642E-03	-11.196	-11.282	-11.111	0.667	-2.383	3.718
Heart_Left_Ventricle	Ankylosing_Spondylitis_UKBS	2.19806E-05	2.32637E-03	4.51424E-08	2.20257E-05	2.32642E-03	-10.723	-10.747	-10.699	-0.127	-1.666	1.413
Heart_Left_Ventricle	Asthma	1.27326E-05	2.32639E-03	2.96905E-08	1.27623E-05	2.32642E-03	-11.269	-11.294	-11.244	-0.000	-1.975	1.975
Heart_Left_Ventricle	Asthma_TAGC_EUR	1.63817E-05	2.32630E-03	1.15099E-07	1.64968E-05	2.32642E-03	-11.017	-11.129	-10.905	1.103	-3.216	5.422
Heart_Left_Ventricle	Asthma_UKB	3.51683E-05	2.31769E-03	8.73488E-06	4.39032E-05	2.32642E-03	-10.253	-10.302	-10.203	4.672	3.298	6.046
Heart_Left_Ventricle	Asthma_UKBS	3.60226E-05	2.31792E-03	8.50304E-06	4.45256E-05	2.32642E-03	-10.229	-10.263	-10.194	4.621	3.261	5.981
Heart_Left_Ventricle	Attention_Deficit_Hyperactivity_Disorder	3.56998E-05	2.32631E-03	1.10918E-07	3.58107E-05	2.32642E-03	-10.238	-10.261	-10.215	0.287	-2.843	3.417
Heart_Left_Ventricle	Autism_Spectrum_Disorder	8.59143E-07	2.32642E-03	2.00339E-09	8.61147E-07	2.32642E-03	-13.965	-13.997	-13.933	-0.000	-0.796	0.796
Heart_Left_Ventricle	BMI_Active_Inds	2.18054E-05	2.32627E-03	1.50773E-07	2.19562E-05	2.32642E-03	-10.731	-10.791	-10.671	1.087	-2.809	4.984
Heart_Left_Ventricle	BMI_Childhood	1.29251E-05	2.32639E-03	2.96609E-08	1.29547E-05	2.32642E-03	-11.254	-11.279	-11.229	-0.016	-1.540	1.509
Heart_Left_Ventricle	BMI_EUR	3.98508E-05	2.32467E-03	1.74951E-06	4.16003E-05	2.32642E-03	-10.128	-10.191	-10.064	2.936	-0.200	6.073
Heart_Left_Ventricle	BMI_UKB	9.76201E-05	2.31517E-03	1.12485E-05	1.08869E-04	2.32642E-03	-9.232	-9.259	-9.206	3.905	2.898	4.912
Heart_Left_Ventricle	Balding_Pattern_2_UKB	2.38112E-05	2.32636E-03	5.57466E-08	2.38670E-05	2.32642E-03	-10.643	-10.667	-10.619	0.004	-6.410	6.418
Heart_Left_Ventricle	Balding_Pattern_3_UKB	2.16533E-05	2.32636E-03	5.55241E-08	2.17089E-05	2.32642E-03	-10.738	-10.762	-10.714	0.095	-2.151	2.341
Heart_Left_Ventricle	Balding_Pattern_4_UKB	5.06091E-05	2.32505E-03	1.37368E-06	5.19827E-05	2.32642E-03	-9.889	-9.934	-9.844	2.455	-0.325	5.235
Heart_Left_Ventricle	Birth_Length	1.04517E-06	2.32642E-03	2.43231E-09	1.04760E-06	2.32642E-03	-13.769	-13.800	-13.738	-0.002	-1.121	1.117
Heart_Left_Ventricle	Birth_Weight	2.77200E-05	2.31749E-03	8.92843E-06	3.66484E-05	2.32642E-03	-10.491	-10.535	-10.446	4.932	3.440	6.424
Heart_Left_Ventricle	Birth_Weight_UKB	4.29973E-05	2.31413E-03	1.22900E-05	5.52874E-05	2.32642E-03	-10.052	-10.094	-10.010	4.814	3.640	5.987
Heart_Left_Ventricle	Body_Fat_Percentage_UKB	9.15687E-05	2.31203E-03	1.43950E-05	1.05964E-04	2.32642E-03	-9.296	-9.320	-9.272	4.217	3.336	5.099
Heart_Left_Ventricle	Bone_Mineral_Density	7.06515E-06	2.32640E-03	1.90075E-08	7.08416E-06	2.32642E-03	-11.858	-11.888	-11.828	0.143	-1.832	2.118
Heart_Left_Ventricle	Breast_Cancer	2.70626E-05	2.32161E-03	4.80673E-06	3.18694E-05	2.32642E-03	-10.515	-10.587	-10.443	4.335	2.193	6.477
Heart_Left_Ventricle	CH2DB_NMR	4.45121E-06	2.32635E-03	6.58785E-08	4.51709E-06	2.32642E-03	-12.320	-12.492	-12.149	1.848	-1.226	4.921
Heart_Left_Ventricle	Celiac_Disease	5.65860E-06	2.32640E-03	1.97042E-08	5.67830E-06	2.32642E-03	-12.080	-12.108	-12.053	0.401	-2.035	2.836
Heart_Left_Ventricle	Chronic_Kidney_Disease	4.33697E-06	2.32641E-03	1.03175E-08	4.34729E-06	2.32642E-03	-12.346	-12.374	-12.318	0.020	-3.086	3.126
Heart_Left_Ventricle	Chronotype	2.21571E-05	2.32635E-03	6.96032E-08	2.22267E-05	2.32642E-03	-10.715	-10.739	-10.691	0.298	-2.679	3.275
Heart_Left_Ventricle	Chronotype_UKB	6.18752E-05	2.32026E-03	6.16220E-06	6.80374E-05	2.32642E-03	-9.688	-9.730	-9.646	3.757	1.740	5.774
Heart_Left_Ventricle	Coronary_Artery_Disease	2.34567E-05	2.31822E-03	8.19527E-06	3.16520E-05	2.32642E-03	-10.658	-10.726	-10.589	5.013	3.580	6.446
Heart_Left_Ventricle	Crohns_Disease	2.60015E-05	2.32508E-03	1.34381E-06	2.73453E-05	2.32642E-03	-10.555	-10.683	-10.426	3.099	-0.861	7.058
Heart_Left_Ventricle	Crohns_Disease_UKBS	2.22237E-05	2.32637E-03	4.80297E-08	2.22717E-05	2.32642E-03	-10.712	-10.736	-10.688	-0.076	-1.642	1.489
Heart_Left_Ventricle	Deep_Venous_Thrombosis_UKB	9.87663E-06	2.32639E-03	2.65447E-08	9.90318E-06	2.32642E-03	-11.523	-11.549	-11.497	0.142	-1.879	2.162
Heart_Left_Ventricle	Deep_Venous_Thrombosis_UKBS	9.70044E-06	2.32640E-03	2.38035E-08	9.72425E-06	2.32642E-03	-11.541	-11.567	-11.515	0.051	-1.877	1.980
Heart_Left_Ventricle	Depressive_Symptoms	9.65206E-06	2.32640E-03	2.31231E-08	9.67519E-06	2.32642E-03	-11.546	-11.572	-11.520	0.027	-1.894	1.948
Heart_Left_Ventricle	Diastolic_Blood_Pressure	1.14521E-05	2.32639E-03	2.68115E-08	1.14789E-05	2.32642E-03	-11.375	-11.400	-11.350	0.004	-3.489	3.496
Heart_Left_Ventricle	ER-negative_Breast_Cancer	2.42922E-05	2.32609E-03	3.25285E-07	2.46175E-05	2.32642E-03	-10.623	-10.709	-10.537	1.748	-2.082	5.578
Heart_Left_Ventricle	ER-positive_Breast_Cancer	8.16758E-06	2.32640E-03	2.10696E-08	8.18865E-06	2.32642E-03	-11.713	-11.739	-11.687	0.101	-1.914	2.117
Heart_Left_Ventricle	Eczema	1.21967E-05	2.32639E-03	3.20029E-08	1.22287E-05	2.32642E-03	-11.312	-11.340	-11.285	0.118	-1.750	1.986
Heart_Left_Ventricle	Eczema_UKBS	1.20032E-05	2.32639E-03	2.84979E-08	1.20317E-05	2.32642E-03	-11.328	-11.354	-11.303	0.018	-1.767	1.803
Heart_Left_Ventricle	Education_Years	7.34869E-05	2.32291E-03	3.50986E-06	7.69968E-05	2.32642E-03	-9.516	-9.574	-9.459	3.021	0.197	5.845
Heart_Left_Ventricle	Eosinophil_Count	6.33781E-05	2.31588E-03	1.05439E-05	7.39219E-05	2.32642E-03	-9.664	-9.697	-9.630	4.272	3.237	5.308
Heart_Left_Ventricle	Epilepsy	4.35436E-06	2.32641E-03	1.01842E-08	4.36454E-06	2.32642E-03	-12.342	-12.370	-12.314	0.003	-4.723	4.728
Heart_Left_Ventricle	Epilepsy_UKB	3.34532E-05	2.32636E-03	6.19802E-08	3.35152E-05	2.32642E-03	-10.303	-10.326	-10.280	-0.230	-2.313	1.853
Heart_Left_Ventricle	Fasting_Glucose	7.16476E-06	2.32639E-03	3.41180E-08	7.19888E-06	2.32642E-03	-11.844	-11.871	-11.817	0.714	-1.750	3.179
Heart_Left_Ventricle	Fasting_Insulin	4.21128E-07	2.32642E-03	9.82987E-10	4.22111E-07	2.32642E-03	-14.678	-14.712	-14.644	0.001	-1.029	1.030
Heart_Left_Ventricle	Fathers_Age_At_Death_UKB	1.31862E-05	2.32635E-03	7.04435E-08	1.32566E-05	2.32642E-03	-11.234	-11.364	-11.104	0.829	-3.089	4.748
